Case Label,Case ID,Transcript,Position,Input Token,Model True Prediction (Top K + Prob Sum),Layer,Baseline (logit-lens),Pure ASR,Mixed 50/50,Pure QA
QA held-out example,VAL_QA_000,a ,119,<|AUDIO|>,di | label | 标签 | Di | symbol (sum: 0.23),14,啁 | 初步 | 天下 | 行 | 保险 (sum: 0.13),蜂蜜 |  | 古城 | 可靠 | (;;) (sum: 0.08),可靠 | 蜂蜜 | 也许是 | ？ |  (sum: 0.08),也许是 | 可靠 | 📝 | ABCDEFGHIJKLMNOPQRSTUVWXYZ | 🤔 (sum: 0.10)
QA held-out example,VAL_QA_000,a ,119,<|AUDIO|>,di | label | 标签 | Di | symbol (sum: 0.23),16,者 | 行 | 奉 | 初步 | 谓 (sum: 0.12), | 应对 | 相亲 | 不可能 | 田野 (sum: 0.10),可靠 | 应对 | 也许是 | 田野 | ️ (sum: 0.07),可靠 | 也许是 | ify | 📝 | 断裂 (sum: 0.09)
QA held-out example,VAL_QA_000,a ,119,<|AUDIO|>,di | label | 标签 | Di | symbol (sum: 0.23),18,行 | 者 | 奉 | 恭 | 初步 (sum: 0.37), |  | 域 | 也可能 | 或许 (sum: 0.25),？ | )?. |  | 或许 |  (sum: 0.09),也许是 | )?. | 鲁 | 尔 | ？ (sum: 0.06)
QA held-out example,VAL_QA_000,a ,119,<|AUDIO|>,di | label | 标签 | Di | symbol (sum: 0.23),20,行 | 者 | 影响 | 年之 | 决定 (sum: 0.20),不可能 | separ |  | 一部分 | ening (sum: 0.09),separ | yer |  | 一部分 | separation (sum: 0.09),yer | separ | 尔 | separation | ify (sum: 0.06)
QA held-out example,VAL_QA_000,a ,119,<|AUDIO|>,di | label | 标签 | Di | symbol (sum: 0.23),22,分开 | 讲 | 决定 | 者 | 了许多 (sum: 0.12),一部分 | 不可能 | boundaries | 影响 | 固 (sum: 0.12),一部分 | 颗粒 | 不可能 | ar | boundaries (sum: 0.07),ar | 颗粒 | 一部分 | 区别 | ian (sum: 0.06)
QA held-out example,VAL_QA_000,a ,119,<|AUDIO|>,di | label | 标签 | Di | symbol (sum: 0.23),24,讲 | ics | 必然 | or | ed (sum: 0.14),必然 | 一部分 | 固 | ian | 离 (sum: 0.11),ian | 一部分 | 颗粒 | 索取 | 讲 (sum: 0.10),ian | 索取 | 颗粒 | 讲 | ar (sum: 0.16)
QA held-out example,VAL_QA_000,a ,119,<|AUDIO|>,di | label | 标签 | Di | symbol (sum: 0.23),26,y | s | 讲 | 1 | m (sum: 0.22),pig | d | Pig | ian | 必然 (sum: 0.09),ian | pig | Pig | ink | 讲 (sum: 0.10),ian | pig | Pig | 讲 | ar (sum: 0.10)
QA held-out example,VAL_QA_000,a ,119,<|AUDIO|>,di | label | 标签 | Di | symbol (sum: 0.23),28,s | y | m | d |  (sum: 0.59),d | Det | 离 | 的人 | pig (sum: 0.11),离 | d | Det | pig | Pig (sum: 0.06),离 | ian | pig | Det | Pig (sum: 0.05)
QA held-out example,VAL_QA_000,a ,119,<|AUDIO|>,di | label | 标签 | Di | symbol (sum: 0.23),30,di | s | Di | Det | d (sum: 0.49),di | s | d | Di | p (sum: 0.45),di | d | Di | 离 | s (sum: 0.29),di | 离 | Di | d | s (sum: 0.14)
QA held-out example,VAL_QA_000,a ,133,<|AUDIO|>,<|im_end|> | and | to | background | statement (sum: 0.34),0,<|0.01|> | <|4.07|> | <|4.11|> | 致癌 | 也算 (sum: 0.26),或者是 | 乐观 | 可能是 | 就在 | 洗干净 (sum: 0.23),或者是 | <|0.00|> | 用户提供 | 乐观 | 遗忘 (sum: 0.12),tako | <|im_end|> | sóc | 用户提供 | 治病 (sum: 0.06)
QA held-out example,VAL_QA_000,a ,133,<|AUDIO|>,<|im_end|> | and | to | background | statement (sum: 0.34),2,<|0.01|> | 致癌 | <|4.07|> | 小麦 | <|4.11|> (sum: 0.36),乐观 | 那样 | 声响 | 场 | 或者是 (sum: 0.12),彈 | 乐观 | 声响 | работка | 的那一 (sum: 0.09),貝 | Use | 快樂 | 彈 | tako (sum: 0.07)
QA held-out example,VAL_QA_000,a ,133,<|AUDIO|>,<|im_end|> | and | to | background | statement (sum: 0.34),4,<|0.01|> | 致癌 | 小麦 | 导弹 | 词 (sum: 0.29),那样 | 刚好 | 显示 | ics | 场 (sum: 0.10),彈 | 煦 | 喱 | 貝 | 乐观 (sum: 0.06),貝 | 煦 | tako | Use | 逊 (sum: 0.05)
QA held-out example,VAL_QA_000,a ,133,<|AUDIO|>,<|im_end|> | and | to | background | statement (sum: 0.34),6,ics | <|0.01|> | 词 | 致癌 | 小麦 (sum: 0.26),垒 | ics | 官员 | 做的事 | 刚好 (sum: 0.16),煦 | ics | 极 | 乐观 | 抗体 (sum: 0.07),貝 | 煦 | tako | <|im_end|> | 逊 (sum: 0.07)
QA held-out example,VAL_QA_000,a ,133,<|AUDIO|>,<|im_end|> | and | to | background | statement (sum: 0.34),8,词 | ics | <|0.01|> | 致癌 | 薪 (sum: 0.14),不可能 | 垒 | ics | 洗手 | 官员 (sum: 0.13),ics | 抗体 | 垒 | 无意 | 不见 (sum: 0.09),不见 | ći | 忌 | 抗体 | 无意 (sum: 0.06)
QA held-out example,VAL_QA_000,a ,133,<|AUDIO|>,<|im_end|> | and | to | background | statement (sum: 0.34),10,词 | ics | 致癌 | 小麦 | 导弹 (sum: 0.09),不可能 | 洗手 | 官员 | 它的 | 其它 (sum: 0.21),抗体 | 官员 | 不可能 | 它的 | 估算 (sum: 0.08),忌 | 无意 | 出轨 | 輔 | 吸取 (sum: 0.06)
QA held-out example,VAL_QA_000,a ,133,<|AUDIO|>,<|im_end|> | and | to | background | statement (sum: 0.34),12,insky | 词 | 全民 | Shield | 糖 (sum: 0.10),官员 | 睫毛 | 抗体 | 吃什么 | 敏锐 (sum: 0.08),抗体 | 而后 | 睫毛 | 敏锐 | 官员 (sum: 0.06),忌 | MagicMock | 而后 | 輔 | 出轨 (sum: 0.04)
QA held-out example,VAL_QA_000,a ,133,<|AUDIO|>,<|im_end|> | and | to | background | statement (sum: 0.34),14,insky | <|0.01|> | 全民 | 小麦 | ola (sum: 0.11),官员 | 谢 | 推动 | 灵敏 | 抗体 (sum: 0.07),抗体 | 增值 | 官员 | 出轨 | 谢 (sum: 0.06),出轨 | MagicMock | 而后 | 便是 | 忌 (sum: 0.04)
QA held-out example,VAL_QA_000,a ,133,<|AUDIO|>,<|im_end|> | and | to | background | statement (sum: 0.34),16,path | 防腐 | 糖 | . | 导弹 (sum: 0.08),抗体 | 一笔 | 灵敏 | 职场 | 推动 (sum: 0.06),抗体 | 嗅 | ics | 忌 | 孤立 (sum: 0.07),MagicMock | 嗅 | 忌 | 吸取 | 抗体 (sum: 0.06)
QA held-out example,VAL_QA_000,a ,133,<|AUDIO|>,<|im_end|> | and | to | background | statement (sum: 0.34),18,路 | 防腐 | - | 工厂 | 合适 (sum: 0.09),ics | 必不可少 | 抗体 | 之外 | sounding (sum: 0.06),ics | 抗体 | 忌 | 事 | 必 (sum: 0.07),忌 | ics | MagicMock | 事 | ial (sum: 0.06)
QA held-out example,VAL_QA_000,a ,133,<|AUDIO|>,<|im_end|> | and | to | background | statement (sum: 0.34),20, | ics | - | ian | ity (sum: 0.20),ics | iable | fright | 开花 | '') (sum: 0.18),ics | als | 合适 | iable | '') (sum: 0.15),ics | als | MagicMock | 合适 | 挑剔 (sum: 0.05)
QA held-out example,VAL_QA_000,a ,133,<|AUDIO|>,<|im_end|> | and | to | background | statement (sum: 0.34),22,- | 辅助 | ics |  | 合适 (sum: 0.30),ics | 之事 | sounding | . | 应注意 (sum: 0.29),ics | 合适 | 之事 | 必 | 辅助 (sum: 0.16),合适 | 辅助 | ics | 必 | MagicMock (sum: 0.08)
QA held-out example,VAL_QA_000,a ,133,<|AUDIO|>,<|im_end|> | and | to | background | statement (sum: 0.34),24, | - | . | _ | ics (sum: 0.48),ics | sounding | 之事 | 事 | . (sum: 0.23),ics | 事 | 之事 | 合适 | 制 (sum: 0.10),事 | 合适 | <|im_end|> | ics | 制 (sum: 0.05)
QA held-out example,VAL_QA_000,a ,133,<|AUDIO|>,<|im_end|> | and | to | background | statement (sum: 0.34),26,- |  | . | . | _ (sum: 0.69),ics | 使得 | 逻辑 | 社交 | 制 (sum: 0.09),逻辑 | 使得 | 社交 | 泡泡 | 门 (sum: 0.05),事 | <|im_end|> | 逻辑 | 获取 | 沉默 (sum: 0.03)
QA held-out example,VAL_QA_000,a ,133,<|AUDIO|>,<|im_end|> | and | to | background | statement (sum: 0.34),28, | - | o | . | t (sum: 0.83),差距 | 当下 | 就必须 | t | <|im_end|> (sum: 0.07),<|im_end|> | 差距 | 当下 | 就必须 | Pig (sum: 0.07),<|im_end|> | 差距 | 辅助 | 获取 | Pig (sum: 0.08)
QA held-out example,VAL_QA_000,a ,133,<|AUDIO|>,<|im_end|> | and | to | background | statement (sum: 0.34),30,and | to | o | 当下 | background (sum: 0.12),to | <|im_end|> | and | in | o (sum: 0.41),<|im_end|> | to | and | pig | o (sum: 0.40),<|im_end|> | pig | 差距 | to | and (sum: 0.44)
QA held-out example,VAL_QA_000,a ,147,<|AUDIO|>,um | am | o | m | om (sum: 0.67),0,计 | 书面 | 菡 | brook | 狂 (sum: 0.15),s | . | 记录 | a | 录音 (sum: 0.20),ervices | 现实 | 笑声 | 反抗 | 什 (sum: 0.06),Vuex | <|midi_pitch_75|> | IService | ervices | Mitar (sum: 0.06)
QA held-out example,VAL_QA_000,a ,147,<|AUDIO|>,um | am | o | m | om (sum: 0.67),2,计 | 书面 | 盈 | 狂 | 密 (sum: 0.26),. | s | a | 记录 | h (sum: 0.53),统 | 帐 | 統 | 人间 | 刺 (sum: 0.04),adecimal | Vuex | <|im_end|> | ------------- | _fds (sum: 0.03)
QA held-out example,VAL_QA_000,a ,147,<|AUDIO|>,um | am | o | m | om (sum: 0.67),4,计 | 书面 | 狂 | 自然而 | 立足 (sum: 0.28),. | 记录 | s | a | 录音 (sum: 0.57),Vuex | 統 | �� | ural | 人间 (sum: 0.04),Vuex | adecimal | <|im_end|> | icolon | 删除 (sum: 0.03)
QA held-out example,VAL_QA_000,a ,147,<|AUDIO|>,um | am | o | m | om (sum: 0.67),6,计 | 书面 | 盈 | hd | 悠 (sum: 0.41),. | 记录 | 录音 | ; | 调味 (sum: 0.76),統 | 事务 | . | Vuex | 娱 (sum: 0.04),什 | <|im_end|> | Vuex | <|midi_pitch_75|> | 师事务所 (sum: 0.04)
QA held-out example,VAL_QA_000,a ,147,<|AUDIO|>,um | am | o | m | om (sum: 0.67),8,计 | hd | 盈 | 密 | 掌 (sum: 0.25),. | 录音 | 负责任 | 纪念馆 | yc (sum: 0.32),. | 事务 | Vuex | 录 | 整理 (sum: 0.11),Vuex | �� | 事务 | <|midi_pitch_75|> | <|midi_pitch_54|> (sum: 0.10)
QA held-out example,VAL_QA_000,a ,147,<|AUDIO|>,um | am | o | m | om (sum: 0.67),10,自然而 | 掌 | 计 | 密 | 记 (sum: 0.12),录音 | . | 负责任 | 录 | 不会有 (sum: 0.14),录 | 统一 | 事务 | 录音 | . (sum: 0.09),Vuex | <|midi_pitch_54|> | 事务 | <|midi_pitch_75|> | 刺 (sum: 0.06)
QA held-out example,VAL_QA_000,a ,147,<|AUDIO|>,um | am | o | m | om (sum: 0.67),12,Ace | 计 | hd | 自然而 | $l (sum: 0.10),录 | 录音 | . | recording | 记录 (sum: 0.36),录 | Vuex | 统一 | 录音 | 也被 (sum: 0.27),录 | Vuex | 刺 | <|midi_pitch_54|> | 滑 (sum: 0.07)
QA held-out example,VAL_QA_000,a ,147,<|AUDIO|>,um | am | o | m | om (sum: 0.67),14,计 | 自然而 | Ace | 自学 | hd (sum: 0.12),录音 | 录 | 记录 | recording | 穹 (sum: 0.30),录 | Vuex | 录音 | 刺 | 也被 (sum: 0.19),刺 | Vuex | 录 | lem | 滑 (sum: 0.13)
QA held-out example,VAL_QA_000,a ,147,<|AUDIO|>,um | am | o | m | om (sum: 0.67),16,计 | 自学 | 狂 | 悠 | hd (sum: 0.14),录音 | 黄石 | 记录 | 录 | 不会有 (sum: 0.36),录音 | 录 | 也被 | Vuex | lem (sum: 0.15),<|midi_pitch_54|> | primaryStage | 录 | 刺 | lem (sum: 0.08)
QA held-out example,VAL_QA_000,a ,147,<|AUDIO|>,um | am | o | m | om (sum: 0.67),18,服务于 | 感叹 | 民俗 | 水分 | 琥 (sum: 0.06),录音 | 记录 | Vuex | 声明 | 国会 (sum: 0.50),录音 | Vuex | 声明 | 记录 | 科学 (sum: 0.20),primaryStage | 声明 | Vuex | 注 | <|midi_pitch_54|> (sum: 0.08)
QA held-out example,VAL_QA_000,a ,147,<|AUDIO|>,um | am | o | m | om (sum: 0.67),20,感叹 | o | 地 | 掌 | 立足 (sum: 0.10),录音 | 记录 | 矿 | 面包 | ry (sum: 0.56),录音 | 矿 | 记录 | 安全事故 | Vuex (sum: 0.19),安全事故 | 肉 | 而这 | 感叹 | 积极探索 (sum: 0.05)
QA held-out example,VAL_QA_000,a ,147,<|AUDIO|>,um | am | o | m | om (sum: 0.67),22,ry | o | � | 办理 | oor (sum: 0.26),录音 | 录 | 记录 | 录制 | audio (sum: 0.53),录音 | 感叹 | 录 | 肉 | 记录 (sum: 0.24),男士 | 感叹 | 肉 | 男 | 积极探索 (sum: 0.17)
QA held-out example,VAL_QA_000,a ,147,<|AUDIO|>,um | am | o | m | om (sum: 0.67),24,o | � | ale | 有 | 制 (sum: 0.34),录 | 录音 | 感叹 | isc | 法则 (sum: 0.19),男士 | 法则 | 感叹 | 男 | 录 (sum: 0.14),男士 | 男 | 法则 | 积极探索 | 男性 (sum: 0.25)
QA held-out example,VAL_QA_000,a ,147,<|AUDIO|>,um | am | o | m | om (sum: 0.67),26,o | 必然 | � | ale | 果 (sum: 0.52),肉 | audio | 仪 | isc | 录 (sum: 0.19),肉 | 仪 | 男 | o | isc (sum: 0.16),男 | 仪 | 刺 | ok | o (sum: 0.16)
QA held-out example,VAL_QA_000,a ,147,<|AUDIO|>,um | am | o | m | om (sum: 0.67),28,o | f | 必然 | 所在 |  (sum: 0.19),audio | f | Pig | w | 炮 (sum: 0.10),男 | f | 仪 | 感叹 | o (sum: 0.10),男 | ok | 仪 | am | o (sum: 0.13)
QA held-out example,VAL_QA_000,a ,147,<|AUDIO|>,um | am | o | m | om (sum: 0.67),30,o | um | k | am | 一定 (sum: 0.66),um | am | o | k | m (sum: 0.47),um | o | am | ok | k (sum: 0.37),o | am | um | Pig | ok (sum: 0.29)
QA held-out example,VAL_QA_000,a ,152, the,sound | audio | sounds | background | recording (sum: 1.00),0," | - | "" | "" |  (sum: 0.58)",活 | 买房 | ist | 立马 | “ (sum: 0.16),发现问题 | 脸 | 功夫 | 眼 | 发挥 (sum: 0.07),组织 | 对他 | 文体 | 劳动 | 发现 (sum: 0.04)
QA held-out example,VAL_QA_000,a ,152, the,sound | audio | sounds | background | recording (sum: 1.00),2,与 | 之 | 三 | 至 | just (sum: 0.01),letter | 活 | like | max | like (sum: 0.26),临 | st | 多 | 立 | 阳 (sum: 0.25), | 无 | 多 | 以 | 立 (sum: 0.20)
QA held-out example,VAL_QA_000,a ,152, the,sound | audio | sounds | background | recording (sum: 1.00),4,与 | 之 | 三 | 至 | just (sum: 0.01),letter | 一辈子 | 一笔 | ey | 活 (sum: 0.11),多 | 临 |  | 陪 | st (sum: 0.20),多 |  | 无 | 以 | <|endoftext|> (sum: 0.24)
QA held-out example,VAL_QA_000,a ,152, the,sound | audio | sounds | background | recording (sum: 1.00),6,与 | 之 | 至 | 三 | just (sum: 0.01), | al | <|endoftext|> | 临 | 便是 (sum: 0.10), | <|endoftext|> | 无 | 多 | 临 (sum: 0.28),无 | 多 |  | 以 | 之 (sum: 0.23)
QA held-out example,VAL_QA_000,a ,152, the,sound | audio | sounds | background | recording (sum: 1.00),8," | - | "" | - | 2 (sum: 0.85)",the | 说着 | 着手 | 诸 | eye (sum: 0.11),eye | 盖 | 的眼 | sun | 待 (sum: 0.06),cell | 平面 | 应在 | 实行 | 着力 (sum: 0.03)
QA held-out example,VAL_QA_000,a ,152, the,sound | audio | sounds | background | recording (sum: 1.00),10," | . | . | - | "" (sum: 0.90)",喀 | 同行 | 架 | 院子里 | 这套 (sum: 0.12),稳定 | 世 | 雨 | 响 | 的资金 (sum: 0.10),稳定 | among | photo | 的资金 | 摘 (sum: 0.12)
QA held-out example,VAL_QA_000,a ,152, the,sound | audio | sounds | background | recording (sum: 1.00),12," | , | same | 刀 | - (sum: 0.37)",这套 | 从中 | 暗 | 丰富 | 尘 (sum: 0.17),暗 | 空 | 枯 | 这套 | 兜 (sum: 0.10),兜 | tree | arms | 喷 | 空 (sum: 0.08)
QA held-out example,VAL_QA_000,a ,152, the,sound | audio | sounds | background | recording (sum: 1.00),14, | 参与 | 肯定 | -s | ant (sum: 0.36),的过程中 | 这套 | 最终 | 暗 | 稳定 (sum: 0.09),空 | 稳定 | 否 | 最终 | 赢得了 (sum: 0.11),空 | air | 枯 | indicated | arms (sum: 0.10)
QA held-out example,VAL_QA_000,a ,152, the,sound | audio | sounds | background | recording (sum: 1.00),16, | given | 伸出 | 含 | 逾 (sum: 0.24),物种 | 空 | 石头 | 从中 | 声音 (sum: 0.40),空 | 物种 | air | 花 | 花了 (sum: 0.28),花 | 空 | air | 花了 | 枯 (sum: 0.20)
QA held-out example,VAL_QA_000,a ,152, the,sound | audio | sounds | background | recording (sum: 1.00),18, | given | -s | background | nature (sum: 0.58),声音 | 声 | 的声音 | 动物 | 它 (sum: 0.58),声音 | sound | 的声音 | audio | 声 (sum: 0.51),sound | 声音 | game | audio | 的声音 (sum: 0.30)
QA held-out example,VAL_QA_000,a ,152, the,sound | audio | sounds | background | recording (sum: 1.00),20, | given | last | background | a (sum: 0.78),声音 | 的声音 | audio | 声 | sound (sum: 0.99),声音 | sound | audio | 的声音 | sounds (sum: 0.98),sound | 声音 | audio | sounds | 的声音 (sum: 0.92)
QA held-out example,VAL_QA_000,a ,152, the,sound | audio | sounds | background | recording (sum: 1.00),22,"given |  | sound | last | , (sum: 0.78)",声音 | sound | audio | 的声音 | 声 (sum: 0.99),sound | 声音 | audio | sounds | 的声音 (sum: 0.99),sound | 声音 | audio | sounds | animal (sum: 0.98)
QA held-out example,VAL_QA_000,a ,152, the,sound | audio | sounds | background | recording (sum: 1.00),24,sound | 声音 | sounds |  | given (sum: 1.00),sound | 声音 | 的声音 | sounds | audio (sum: 1.00),sound | 声音 | sounds | audio | 的声音 (sum: 1.00),sound | sounds | 声音 | audio | sound (sum: 1.00)
QA held-out example,VAL_QA_000,a ,152, the,sound | audio | sounds | background | recording (sum: 1.00),26,sound | sounds | Sound | audio | sound (sum: 1.00),sound | sounds | 声音 | audio | sound (sum: 1.00),sound | sounds | audio | 声音 | sound (sum: 1.00),sound | sounds | audio | 声音 | sound (sum: 1.00)
QA held-out example,VAL_QA_000,a ,152, the,sound | audio | sounds | background | recording (sum: 1.00),28,sound | sounds | audio | sound | 声音 (sum: 1.00),sound | sounds | audio | 声音 | sound (sum: 1.00),sound | sounds | audio | 声音 | sound (sum: 1.00),sound | audio | sounds | 声音 | sound (sum: 1.00)
QA held-out example,VAL_QA_000,a ,152, the,sound | audio | sounds | background | recording (sum: 1.00),30,sound | audio | sounds | 声音 | background (sum: 1.00),sound | audio | sounds | 声音 | sound (sum: 1.00),sound | audio | sounds | 声音 | recording (sum: 1.00),sound | audio | sounds | recording | 声音 (sum: 1.00)
QA held-out example,VAL_QA_000,a ,153, sound,is | <|im_end|> | are | may | can (sum: 0.99),0,"/ | , |  | - | g (sum: 0.17)",的声音 | 音 | 声 | 声音 | sound (sum: 0.97),sound | 的声音 | <|0.00|> | 声 | 音 (sum: 0.88),<|0.00|> | puta | sound | pyt | ：</ (sum: 0.09)
QA held-out example,VAL_QA_000,a ,153, sound,is | <|im_end|> | are | may | can (sum: 0.99),2,ings | est | er | ers | 大 (sum: 0.37),的声音 | 声音 | 声 | sound | 听 (sum: 0.97),的声音 | sound | 声音 | 声响 | 声 (sum: 0.71),老龄 | 综合实力 | 统 | 舍 | sound (sum: 0.05)
QA held-out example,VAL_QA_000,a ,153, sound,is | <|im_end|> | are | may | can (sum: 0.99),4,"est |  | er | , | 平 (sum: 0.20)",的声音 | 声音 | sound | 声 | 听 (sum: 0.98),声音 | 的声音 | sound | 听 | sounds (sum: 0.76),老龄 | 眼 | 综合实力 | 统 | 舍 (sum: 0.08)
QA held-out example,VAL_QA_000,a ,153, sound,is | <|im_end|> | are | may | can (sum: 0.99),6,ings | er | 平 | ness | ~ (sum: 0.29),的声音 | 声音 | 声 | sound | 音 (sum: 0.99),声音 | 的声音 | sound | 音 | 声 (sum: 0.88),老龄 | 羽 | 眼 | 综合实力 | 有色 (sum: 0.09)
QA held-out example,VAL_QA_000,a ,153, sound,is | <|im_end|> | are | may | can (sum: 0.99),8,须 | er | 眼 |  | ings (sum: 0.25),的声音 | 声音 | 声 | sound | 声响 (sum: 0.95),声音 | 的声音 | sound | 配 | 发出 (sum: 0.49),配 | 眼 | 羽 | 斯 | � (sum: 0.07)
QA held-out example,VAL_QA_000,a ,153, sound,is | <|im_end|> | are | may | can (sum: 0.99),10," | er | 十 | , | 质 (sum: 0.28)",的声音 | 声音 | sound | 声 | 听起来 (sum: 0.96),声音 | 的声音 | 配 | sound | loud (sum: 0.55),配 | recording | 身 | 羽 | loud (sum: 0.08)
QA held-out example,VAL_QA_000,a ,153, sound,is | <|im_end|> | are | may | can (sum: 0.99),12,须 | 如何 | 最好是 |  | 家 (sum: 0.09),的声音 | 声音 | 声 | loud | 音频 (sum: 1.00),的声音 | 声音 | loud | 声 | sound (sum: 0.91),<|im_end|> | recording | 睡眠 | 's | recordings (sum: 0.06)
QA held-out example,VAL_QA_000,a ,153, sound,is | <|im_end|> | are | may | can (sum: 0.99),14,"自然 | 家 |  | , | 吃 (sum: 0.25)",声音 | 的声音 | 音频 | 声 | sound (sum: 0.97),声音 | 的声音 | audio | sound | 音频 (sum: 0.72),audio | clip | <|im_end|> | is | sound (sum: 0.11)
QA held-out example,VAL_QA_000,a ,153, sound,is | <|im_end|> | are | may | can (sum: 0.99),16,新 | 我在 | 自然 | 应在 | 是指 (sum: 0.13),的声音 | 声音 | sound | audio | 声 (sum: 0.97),的声音 | audio | sound | 声音 | loud (sum: 0.74),audio | is | <|im_end|> | sound | clip (sum: 0.13)
QA held-out example,VAL_QA_000,a ,153, sound,is | <|im_end|> | are | may | can (sum: 0.99),18,的是 | 统 | toISOString | 是指 | 题 (sum: 0.24),的声音 | 声音 | audio | sound | 声 (sum: 0.90),的声音 | audio | 声音 | is | sound (sum: 0.56),is | might | audio | should | 的声音 (sum: 0.24)
QA held-out example,VAL_QA_000,a ,153, sound,is | <|im_end|> | are | may | can (sum: 0.99),20,的是 | 分别是 | 如果是 | is | 回馈 (sum: 0.58),is | 的声音 | <|im_end|> | 可能是 | . (sum: 0.64),is | <|im_end|> | 分别是 | 说的是 | audio (sum: 0.69),is | <|im_end|> | 分别是 | might | are (sum: 0.49)
QA held-out example,VAL_QA_000,a ,153, sound,is | <|im_end|> | are | may | can (sum: 0.99),22,的是 | 分别是 | is | 文件 | are (sum: 0.49),is | might | are | 分别是 | . (sum: 0.76),is | might | are | 分别是 | should (sum: 0.80),is | might | are | 分别是 | should (sum: 0.59)
QA held-out example,VAL_QA_000,a ,153, sound,is | <|im_end|> | are | may | can (sum: 0.99),24,is | are | 文件 | 分别是 | 的是 (sum: 0.65),is | are | <|im_end|> | file | 可能是 (sum: 0.83),is | are | might | <|im_end|> | file (sum: 0.79),is | are | might | <|im_end|> | file (sum: 0.49)
QA held-out example,VAL_QA_000,a ,153, sound,is | <|im_end|> | are | may | can (sum: 0.99),26,is | are | might | 的是 | may (sum: 0.97),is | <|im_end|> | are | file | might (sum: 0.97),is | <|im_end|> | are | might | file (sum: 0.94),is | <|im_end|> | might | are | overlaps (sum: 0.78)
QA held-out example,VAL_QA_000,a ,153, sound,is | <|im_end|> | are | may | can (sum: 0.99),28,is | are | might | can | may (sum: 0.98),is | <|im_end|> | are | may | can (sum: 0.99),<|im_end|> | is | are | might | may (sum: 0.99),<|im_end|> | is | are | might | may (sum: 0.99)
QA held-out example,VAL_QA_000,a ,153, sound,is | <|im_end|> | are | may | can (sum: 0.99),30,is | <|im_end|> | are | may | might (sum: 1.00),<|im_end|> | is | are | may | can (sum: 1.00),<|im_end|> | is | are | may | might (sum: 1.00),<|im_end|> | is | are | might | may (sum: 1.00)
QA held-out example,VAL_QA_000,a ,154, is,<|im_end|> | a | pig | unknown | 猪 (sum: 0.98),0, | - | / |  | [ (sum: 0.78),is | 的信息 | is | <|0.00|> | A (sum: 0.39),is | is | not | now | where (sum: 0.44),now | not | also | but | the (sum: 0.17)
QA held-out example,VAL_QA_000,a ,154, is,<|im_end|> | a | pig | unknown | 猪 (sum: 0.98),2, | in | - | not | now (sum: 0.57),是一个 | is | 若 | is | 它 (sum: 0.26),a | the | not | now | there (sum: 0.18),the | not | now | a | still (sum: 0.10)
QA held-out example,VAL_QA_000,a ,154, is,<|im_end|> | a | pig | unknown | 猪 (sum: 0.98),4," | - | in | , | not (sum: 0.80)",它 | 是 | 若 | 是一个 | 是一 (sum: 0.27),否 | 我现在 | now | 他认为 | like (sum: 0.09),the | 劳 | still | also | now (sum: 0.06)
QA held-out example,VAL_QA_000,a ,154, is,<|im_end|> | a | pig | unknown | 猪 (sum: 0.98),6," | : | - | , | in (sum: 0.57)",它 | 是一 | 是一个 | 是 | 它是 (sum: 0.82),the | a | there | it | that (sum: 0.31),the | 劳 | a | living | holding (sum: 0.32)
QA held-out example,VAL_QA_000,a ,154, is,<|im_end|> | a | pig | unknown | 猪 (sum: 0.98),8," | : | - | not | , (sum: 0.49)",它 | 它可以 | 它是 | 不是 | 它的 (sum: 0.37),不是 | 劳 | not | 属于 | 而且还 (sum: 0.21),not | the | 劳 | one | which (sum: 0.26)
QA held-out example,VAL_QA_000,a ,154, is,<|im_end|> | a | pig | unknown | 猪 (sum: 0.98),10,not | 提 | 显示 | : | 弟弟 (sum: 0.11),它是 | 是一家 | 是一项 | 是一 | 不是 (sum: 0.36),不是 | not | 劳 | species | is (sum: 0.22),not | the | 劳 | a | an (sum: 0.39)
QA held-out example,VAL_QA_000,a ,154, is,<|im_end|> | a | pig | unknown | 猪 (sum: 0.98),12,not | 及其 | : | 据 |  (sum: 0.08),是一家 | . | 有一位 | . | 。 (sum: 0.56),not | the | . | is | a (sum: 0.54),not | the | one | a | there (sum: 0.56)
QA held-out example,VAL_QA_000,a ,154, is,<|im_end|> | a | pig | unknown | 猪 (sum: 0.98),14,: |  | 指示 | 麦 | 不断 (sum: 0.17),. | . | . | 。 | 它可以 (sum: 0.86),. | . | not | the | . (sum: 0.62),not | the | . | . | an (sum: 0.47)
QA held-out example,VAL_QA_000,a ,154, is,<|im_end|> | a | pig | unknown | 猪 (sum: 0.98),16,: | 像 |  | not | . (sum: 0.37),. | . | . | . | : (sum: 0.86),. | . | <|im_end|> | . | . (sum: 0.59),the | . | . | <|im_end|> | not (sum: 0.18)
QA held-out example,VAL_QA_000,a ,154, is,<|im_end|> | a | pig | unknown | 猪 (sum: 0.98),18,: |  | not | ? | - (sum: 0.90),. | '. | : | <|im_end|> | . (sum: 0.89),. | <|im_end|> | '. | 品种 | . (sum: 0.38),<|im_end|> | the | unknown | a | not (sum: 0.15)
