Case Label,Case ID,Transcript,Position,Input Token,Model True Prediction (Top K + Prob Sum),Layer,Baseline (logit-lens),Pure ASR,Mixed 50/50,Pure QA
QA held-out example,VAL_QA_000, ,46,<|AUDIO|>, | 舞台 | 形象 | 二 |  (sum: 0.18),26,P | o | p | . | 毫无 (sum: 0.51),pig | Pig | P | pigs | ial (sum: 0.89),pig | Pig | ial | pigs | 猪肉 (sum: 0.67),pig | ial | Pig | 团 | ias (sum: 0.25)
QA held-out example,VAL_QA_000, ,46,<|AUDIO|>, | 舞台 | 形象 | 二 |  (sum: 0.18),28,P | o |  | p | . (sum: 0.71),pig | P | 落 | o | p (sum: 0.44),pig | 落 | ian | lan | Pig (sum: 0.16),lan | 落 | pig | ian | ique (sum: 0.08)
QA held-out example,VAL_QA_000, ,46,<|AUDIO|>, | 舞台 | 形象 | 二 |  (sum: 0.18),30,o | 舞台 |  | p | P (sum: 0.26),o | 舞台 | 二 | 形象 | pig (sum: 0.12),形象 | 舞台 | lan | laughter | 二 (sum: 0.09),共享 | lan | 形象 | laughter | 舞台 (sum: 0.11)
QA held-out example,VAL_QA_000, ,51,<|AUDIO|>,and | in | back | 奢侈品 | 间接 (sum: 0.38),0,走上 | 知识点 | 甫 | <|12.40|> | lesi (sum: 0.09),human | known | 囤 | 猎 | themselves (sum: 0.19),宛如 | 嘉宾 | 保管 | <|fr|> | human (sum: 0.06),timing | 不影响 | 用户提供 | 保管 | 什 (sum: 0.07)
QA held-out example,VAL_QA_000, ,51,<|AUDIO|>,and | in | back | 奢侈品 | 间接 (sum: 0.38),2,甫 | 知识点 | 十字 | 走上 | broken (sum: 0.11),囤 | known | human | 保管 | 叠 (sum: 0.27),保管 | 历来 | ORAGE | 窃 | Expose (sum: 0.06),哝 | ()-> | Expose | allback | udiante (sum: 0.04)
QA held-out example,VAL_QA_000, ,51,<|AUDIO|>,and | in | back | 奢侈品 | 间接 (sum: 0.38),4,甫 | 知识点 | 走上 | 十字 | broken (sum: 0.11),保管 | 囤 | 叠 | Shak | 淡淡 (sum: 0.25),保管 | Expose | 淡淡 | 历来 | 呛 (sum: 0.06),哝 | Expose | ()-> | allback | ており (sum: 0.04)
QA held-out example,VAL_QA_000, ,51,<|AUDIO|>,and | in | back | 奢侈品 | 间接 (sum: 0.38),6,甫 | 走上 | 跳出 | 路 | 知识点 (sum: 0.12),叠 | e | 囤 | mental | 保管 (sum: 0.17),呛 | 保管 | 历来 | 淡淡 | 赋能 (sum: 0.06),哝 | Expose | allback | 不影响 | 完毕 (sum: 0.03)
QA held-out example,VAL_QA_000, ,51,<|AUDIO|>,and | in | back | 奢侈品 | 间接 (sum: 0.38),8,走上 | 统计 | 知识点 | 甫 | 喝 (sum: 0.09),潮湿 | 呛 | 交谈 | 正是 | 囤 (sum: 0.06),馆 | 历来 | 呛 | 工业企业 | 交流 (sum: 0.10),记忆 | 馆 | 挤 | 历来 | 虹 (sum: 0.09)
QA held-out example,VAL_QA_000, ,51,<|AUDIO|>,and | in | back | 奢侈品 | 间接 (sum: 0.38),10,路 | 冀 | 走上 | 玉 | rud (sum: 0.16),交谈 | 涌 | 回来 | 交流 | 在他 (sum: 0.12),交流 | 覆 | 交谈 | 馆 | われ (sum: 0.08),流 | 馆 | 覆 | 定 | 刮 (sum: 0.07)
QA held-out example,VAL_QA_000, ,51,<|AUDIO|>,and | in | back | 奢侈品 | 间接 (sum: 0.38),12,路 | 喝 | 冀 | rud | 装置 (sum: 0.18),交谈 | 的声音 | 涌 | 声响 | 尾 (sum: 0.08),馆 | 员 | 本身 | 交谈 | 遥远 (sum: 0.07),馆 | 定 | 流 | 挤 | 覆 (sum: 0.12)
QA held-out example,VAL_QA_000, ,51,<|AUDIO|>,and | in | back | 奢侈品 | 间接 (sum: 0.38),14,路 | 冀 | rud | 喝 | 理解和 (sum: 0.21),墓 | 在他 | 怨 | 的声音 | 交谈 (sum: 0.11),遥远 | 墓 | 距 | 抽烟 | 在他 (sum: 0.05),流 | 定 | 遥远 | 覆 | 记忆 (sum: 0.12)
QA held-out example,VAL_QA_000, ,51,<|AUDIO|>,and | in | back | 奢侈品 | 间接 (sum: 0.38),16,路 | 冀 | Pot | 理解和 | 走上 (sum: 0.21),在那里 | 墓 | 怨 | 抽烟 | 距 (sum: 0.17),墓 | 抽烟 | 距 | 怨 | Pot (sum: 0.07),流 | 飘 | 记 | Pot | 定 (sum: 0.09)
QA held-out example,VAL_QA_000, ,51,<|AUDIO|>,and | in | back | 奢侈品 | 间接 (sum: 0.38),18,路 | 冀 | 喝 | 理解和 | 打破 (sum: 0.29),烟 | 抽烟 | 天花板 | 油烟 | 距 (sum: 0.20),烟 | 员 | 挤 | 抽烟 | 路 (sum: 0.09),挤 | 流 | 馆 | hang | 路 (sum: 0.06)
QA held-out example,VAL_QA_000, ,51,<|AUDIO|>,and | in | back | 奢侈品 | 间接 (sum: 0.38),20,路 | 坐 | 背 | 陈 | Pot (sum: 0.21),天花板 | 陈 | 房 | 室内 | human (sum: 0.14),陈 | hall | 室内 | hang | hang (sum: 0.12),沉默 | 陈 | 挤 | hang | hall (sum: 0.08)
QA held-out example,VAL_QA_000, ,51,<|AUDIO|>,and | in | back | 奢侈品 | 间接 (sum: 0.38),22,早 | 满足 | 背 | 路 | 挤 (sum: 0.13),hall | selves | hang | 烟 | hang (sum: 0.17),hall | hang | hang | 挤 | 沉默 (sum: 0.28),hall | 挤 | 沉默 | hang | hang (sum: 0.27)
QA held-out example,VAL_QA_000, ,51,<|AUDIO|>,and | in | back | 奢侈品 | 间接 (sum: 0.38),24,满足 | 挤 | 紧迫 | 解决 | 值 (sum: 0.20),挤 | 吸烟 | room | 间接 | 甘 (sum: 0.21),挤 | 间接 | hang | 章 | 室内 (sum: 0.39),挤 | 间接 | 室内 | hang | 章 (sum: 0.32)
QA held-out example,VAL_QA_000, ,51,<|AUDIO|>,and | in | back | 奢侈品 | 间接 (sum: 0.38),26,翻 | sine | 母 |  | Pig (sum: 0.15),pig | 挤 | Pig | 管 | 间接 (sum: 0.50),挤 | pig | Pig | 间接 | 皱 (sum: 0.47),挤 | 间接 | pig | 皱 | Pig (sum: 0.33)
QA held-out example,VAL_QA_000, ,51,<|AUDIO|>,and | in | back | 奢侈品 | 间接 (sum: 0.38),28, | 翻 | 1 | O | o (sum: 0.30),间接 | back | pig | Pig | 挤 (sum: 0.37),间接 | 挤 | pig | Pig | back (sum: 0.43),间接 | 挤 | 皱 | distant | 厅 (sum: 0.39)
QA held-out example,VAL_QA_000, ,51,<|AUDIO|>,and | in | back | 奢侈品 | 间接 (sum: 0.38),30, | back | in | O | 奢侈品 (sum: 0.21),in | 间接 | back | and | 奢侈品 (sum: 0.28),间接 | back | 奢侈品 | in | and (sum: 0.19),间接 | 奢侈品 | back | bodily | indoor (sum: 0.13)
QA held-out example,VAL_QA_000, ,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),0,泰 | 共生 | 深知 | よう | 笼 (sum: 0.13),tridges | <|10.76|> | [ | <|3.08|> | <|3.09|> (sum: 0.12),插座 | 嘉宾 | � | 丰满 | 引用 (sum: 0.08),嘉宾 | 丰满 | 亭 | � | 新娘 (sum: 0.06)
QA held-out example,VAL_QA_000, ,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),2,泰 | よう | rev | 能把 | 深知 (sum: 0.11),Pl | 无所 | s | 属实 | 排 (sum: 0.10),� | figure | 违法违规 | 保 | plet (sum: 0.08),<|midi_pitch_26|> | 科学发展 | isObject | kijken | 违法违规 (sum: 0.04)
QA held-out example,VAL_QA_000, ,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),4,泰 | 能把 | 笼 | よう | 深知 (sum: 0.12),Pl | relevant | 排 | p | 无所 (sum: 0.09),� | 保 | 违法违规 | ACHER | 렛 (sum: 0.07),イス | <|midi_pitch_26|> | 睦 | 违法违规 | .HandleFunc (sum: 0.04)
QA held-out example,VAL_QA_000, ,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),6,深知 | rev | 能把 | REV | �数 (sum: 0.13),保 | [ | Pl | 质 | relevant (sum: 0.09),保 | 万物 | � | 违法违规 | 世 (sum: 0.13),イス | 万物 | 违法违规 | 偃 | 保 (sum: 0.05)
QA held-out example,VAL_QA_000, ,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),8,深知 | �数 | 益 | 新世纪 | 则是 (sum: 0.17),[ | 事儿 | 凉 | p | 全世界 (sum: 0.06),深知 | � | 凉 | 保 | 全世界 (sum: 0.08),睦 | � | 深知 | 毛 | CSV (sum: 0.04)
QA held-out example,VAL_QA_000, ,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),10,深知 | 益 | 错过了 | 新世纪 | �数 (sum: 0.22),[ | 事儿 | 况 | 凉 | 管理工作 (sum: 0.07),保 | 深知 | 凉 | � | 而言 (sum: 0.07),零 | 深知 | CSV | 耗 | � (sum: 0.03)
QA held-out example,VAL_QA_000, ,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),12,深知 | пат | rev | 益 | 则是 (sum: 0.16),全世界 | earth | t | 深知 | [ (sum: 0.09),深知 | 零 | 愈发 | 保 | natur (sum: 0.08),深知 | 无意 | 니다 | DAO | DAO (sum: 0.05)
QA held-out example,VAL_QA_000, ,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),14,深知 | 公式 | 则是 | rev | Rev (sum: 0.15),深知 | earth | t | 直至 | 走近 (sum: 0.18),深知 | 保 | 赐 | 走近 | ası (sum: 0.15),ası | 赐 | 深知 | rapper | DAO (sum: 0.05)
QA held-out example,VAL_QA_000, ,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),16,则是 | 深知 | 则 | 自主 | 盗 (sum: 0.12),深知 | earth | t |  | 辅 (sum: 0.20),深知 | 注 | 海绵 | 重返 | 取出 (sum: 0.10),� | 没有想到 | 取出 | sth | 正式 (sum: 0.05)
QA held-out example,VAL_QA_000, ,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),18,则 | 则是 | 勘探 | 补 | 胶囊 (sum: 0.11), | 三方 | 深知 | 不懈 | 说自己 (sum: 0.20),注 | 取出 | 说自己 | /v | 扩散 (sum: 0.08),取出 | 注 | � | 됨 | <|endoftime|> (sum: 0.07)
QA held-out example,VAL_QA_000, ,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),20, | 则 | 补 | 彩 | / (sum: 0.16), | 命名 | 深知 | 取出 |  (sum: 0.56),取出 |  | 命名 | ş | 注 (sum: 0.07),ş | 取出 | 形象 | 注 | DAO (sum: 0.05)
QA held-out example,VAL_QA_000, ,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),22,_ |  |  | 评论 |  (sum: 0.15), | 玉 | :: | 取出 |  (sum: 0.54),取出 | :: | <|endoftime|> |  | 玉 (sum: 0.12),<|endoftime|> | 取出 | 八卦 | ump | 注 (sum: 0.07)
QA held-out example,VAL_QA_000, ,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),24,_ | 大 | 祭 | 又 |  (sum: 0.14), | p | 沈 | 沟 |  (sum: 0.13),取出 | 官 | ump | 释 | 沟 (sum: 0.12),取出 | 八卦 | 官 | ump | 具体的 (sum: 0.10)
QA held-out example,VAL_QA_000, ,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),26,沟 | 好事 | _ | . | towards (sum: 0.25),沟 | p |  |  |  (sum: 0.53),沟 | 释 | 官 | p | ump (sum: 0.38),沟 | 爵 | 释 | 官 | ump (sum: 0.21)
QA held-out example,VAL_QA_000, ,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),28, | _ | ( | . | P (sum: 0.32),沟 | P | p | 塞 | f (sum: 0.45),沟 | 释 | P | -p | 塞 (sum: 0.32),释 | 沟 | 爵 | 尴尬 | :// (sum: 0.28)
QA held-out example,VAL_QA_000, ,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),30,甚至 |  |  | _ | 象 (sum: 0.20), |  | p | ump | 象 (sum: 0.16), | 象 |  | 暧昧 | 的笑容 (sum: 0.09),象 |  | :// | 的笑容 | 暧昧 (sum: 0.11)
QA held-out example,VAL_QA_000, ,61,<|AUDIO|>,极 | 发达国家 | 甚 | �数 | 地形 (sum: 0.10),0,泪 | <|0.01|> | 肥 | 套 | 老爷 (sum: 0.22),一点儿 | <|yue|> | picked | 續 | ypo (sum: 0.08),<|0.00|> | 一点儿 | <|20.06|> | <|2.42|> | <|2.41|> (sum: 0.99),<|0.00|> | <|2.41|> | 一点儿 | <|2.42|> | “ (sum: 1.00)
QA held-out example,VAL_QA_000, ,61,<|AUDIO|>,极 | 发达国家 | 甚 | �数 | 地形 (sum: 0.10),2,泪 | <|2.97|> | 套 | <|0.01|> | 肥 (sum: 0.24),一点儿 | 两地 | 耳 | airobi | 关切 (sum: 0.10),<|0.00|> | 一点儿 | 骛 | <|2.42|> | <|2.41|> (sum: 0.95),<|0.00|> | 一点儿 | <|2.41|> | <|2.42|> | <|20.06|> (sum: 1.00)
QA held-out example,VAL_QA_000, ,61,<|AUDIO|>,极 | 发达国家 | 甚 | �数 | 地形 (sum: 0.10),4,泪 | 老爷 | asc | 贵宾 | 今 (sum: 0.28),airobi | picked | 明确规定 | 耳 | 为主 (sum: 0.08),<|0.00|> | 一点儿 | 古典 | 去过 | <|20.06|> (sum: 0.90),<|0.00|> | 一点儿 | 【 | 次 | 之 (sum: 1.00)
QA held-out example,VAL_QA_000, ,61,<|AUDIO|>,极 | 发达国家 | 甚 | �数 | 地形 (sum: 0.10),6,泪 | <|2.97|> | 套 |  | asc (sum: 0.20),明确规定 | picked | 想过 | airobi | 掰 (sum: 0.12),<|0.00|> | 去过 | 呈 | 古典 | 那段 (sum: 0.23),<|0.00|> | 次 | 之 | 【 | <|endoftext|> (sum: 0.88)
QA held-out example,VAL_QA_000, ,61,<|AUDIO|>,极 | 发达国家 | 甚 | �数 | 地形 (sum: 0.10),8,gle | strtolower | intval | FINITE | 龃 (sum: 0.45),<|it|> | 刚好 | 中俄 | <|2.87|> | 偏偏 (sum: 0.08),乞 | <|es|> | 以致 | 殆 | currentDate (sum: 0.06),遇难 | 乞 | 变压 | currentDate | 膜 (sum: 0.10)
QA held-out example,VAL_QA_000, ,61,<|AUDIO|>,极 | 发达国家 | 甚 | �数 | 地形 (sum: 0.10),10,gle | strtolower | intval | 就来看看 | 龃 (sum: 0.51),<|es|> | <|it|> | <|pt|> | 迄 | 焓 (sum: 0.49),<|es|> | <|it|> | <|pt|> | currentDate | 变压 (sum: 0.19),currentDate | 变压 | 遇难 | 乞 | 以致 (sum: 0.09)
QA held-out example,VAL_QA_000, ,61,<|AUDIO|>,极 | 发达国家 | 甚 | �数 | 地形 (sum: 0.10),12,gle | strtolower | intval | 龃 | 打造出 (sum: 0.56),<|es|> | <|pt|> | <|it|> | 迄 | 发明 (sum: 0.13),<|es|> | <|pt|> | 变压 | currentDate | <|it|> (sum: 0.11),变压 | currentDate | 遇难 | <|de|> | 乞 (sum: 0.08)
QA held-out example,VAL_QA_000, ,61,<|AUDIO|>,极 | 发达国家 | 甚 | �数 | 地形 (sum: 0.10),14,gle | strtolower | intval | 打造出 | 就来看看 (sum: 0.66),桁 | <|pt|> | 迄 | 俄乌 | <|it|> (sum: 0.09),<|pt|> | 变压 | 迨 | <|es|> | 遇难 (sum: 0.13),变压 | 遇难 | 迨 | 拜师学 | currentDate (sum: 0.09)
QA held-out example,VAL_QA_000, ,61,<|AUDIO|>,极 | 发达国家 | 甚 | �数 | 地形 (sum: 0.10),16,gle | 打造出 | strtolower | intval | timestamps (sum: 0.77),植被 | ''. | 迄 | ” | 焓 (sum: 0.07),迨 | <|pt|> | 遇难 | currentDate | 变压 (sum: 0.11),endTime | 变压 | 拜师学 | 迨 | <|pt|> (sum: 0.08)
QA held-out example,VAL_QA_000, ,61,<|AUDIO|>,极 | 发达国家 | 甚 | �数 | 地形 (sum: 0.10),18,gle | 打造出 |  | timestamps | . (sum: 0.80),<|pt|> | 植被 | 迄 | 迨 | ''. (sum: 0.09),<|pt|> | 迨 | 变压 | currentDate | 遇难 (sum: 0.15),变压 | currentDate | 拜师学 | <|pt|> | <|0.00|> (sum: 0.10)
QA held-out example,VAL_QA_000, ,61,<|AUDIO|>,极 | 发达国家 | 甚 | �数 | 地形 (sum: 0.10),20,gle |  | . | 打造出 |  (sum: 0.72),迄 | 植被 | 迨 | <|pt|> | 始建 (sum: 0.10),迨 | <|pt|> | 遇难 | currentDate | 始建 (sum: 0.17),<|0.00|> | currentDate | 遇难 | 迨 | <|pt|> (sum: 0.16)
QA held-out example,VAL_QA_000, ,61,<|AUDIO|>,极 | 发达国家 | 甚 | �数 | 地形 (sum: 0.10),22,"gle |  | . |  | , (sum: 0.58)", | 迄 | 植被 | ” | 迨 (sum: 0.06),遇难 | 迨 |  | currentDate | <|pt|> (sum: 0.10),遇难 | <|0.00|> | currentDate | 一事 | 迨 (sum: 0.11)
QA held-out example,VAL_QA_000, ,61,<|AUDIO|>,极 | 发达国家 | 甚 | �数 | 地形 (sum: 0.10),24,"gle |  | . |  | , (sum: 0.49)", | 植被 | 迄 | 迨 | ” (sum: 0.08), | 遇难 | 迨 | currentDate | 以致 (sum: 0.13),遇难 | currentDate | 迨 | 以致 |  (sum: 0.09)
QA held-out example,VAL_QA_000, ,61,<|AUDIO|>,极 | 发达国家 | 甚 | �数 | 地形 (sum: 0.10),26, | gle |  | . | - (sum: 0.53), | 植被 | ” | 迄 | 迨 (sum: 0.12), | 遇难 | 迨 | currentDate | 氦 (sum: 0.13),遇难 | 迨 | currentDate |  | 以致 (sum: 0.07)
QA held-out example,VAL_QA_000, ,61,<|AUDIO|>,极 | 发达国家 | 甚 | �数 | 地形 (sum: 0.10),28, |  | gle | - | . (sum: 0.50), | 植被 |  | _ | 降水 (sum: 0.32), | currentDate | 遇难 | 植被 |  (sum: 0.17),currentDate | 遇难 |  | currentTime | 乞 (sum: 0.09)
QA held-out example,VAL_QA_000, ,61,<|AUDIO|>,极 | 发达国家 | 甚 | �数 | 地形 (sum: 0.10),30,极 | 极端 | 极为 | gle | 极其 (sum: 0.83),极 | 植被 | 逶 | 极为 | 极端 (sum: 0.25),极 | 植被 | 逶 | 极为 | 烃 (sum: 0.16),逶 | 植被 | 极 | 折射 | 烃 (sum: 0.15)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,ing | er | in |  | o (sum: 0.98),0,剧本 | 本身 | <|10.43|> | 噪 | <|10.41|> (sum: 0.10),就在 | Fasc | 火焰 | 悲剧 | 人类 (sum: 0.37),火焰 | 儿 | 就在 | 人类 | 的声音 (sum: 0.09),儿 | 什 | 尔 | 用户提供 | 过大 (sum: 0.07)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,ing | er | in |  | o (sum: 0.98),2,剧本 | 本身 | <|10.43|> | <|10.41|> | <|10.40|> (sum: 0.12),儿 | 悲剧 | grand | 干涉 | . (sum: 0.16),儿 | 哝 | 尔 | 蘸 | 生素 (sum: 0.16),哝 | allback | .twig | ujący | ACHER (sum: 0.08)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,ing | er | in |  | o (sum: 0.98),4,本身 | <|10.43|> | 剧本 | <|10.41|> | � (sum: 0.12),堡 | 儿 | 尔 | Stat | 胡 (sum: 0.30),儿 | 胡子 | 尔 | ♯ | 蘸 (sum: 0.14),哝 | allback | quential | tfoot | URLConnection (sum: 0.05)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,ing | er | in |  | o (sum: 0.98),6,本身 | dep | 剧本 | 造成 | <|10.43|> (sum: 0.09),儿 | . | 堡 | 尔 | Stat (sum: 0.44),儿 | 尔 | ♯ | 干活 | 胡子 (sum: 0.23),哝 | allback | ♯ | >'. | URLConnection (sum: 0.04)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,ing | er | in |  | o (sum: 0.98),8,造成 | 淳 | � | ob | 噪 (sum: 0.08),儿 | 尔 | 堡 | 胡 | 戏 (sum: 0.32),儿 | 胡 | 吹 | 戏 | 声 (sum: 0.29),力求 | 贸 | 声 | 吹 | 胡 (sum: 0.12)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,ing | er | in |  | o (sum: 0.98),10,Ob | ob | 喝 | 噪 | dep (sum: 0.09),声 | 儿 | 的声音 | 胡 | り (sum: 0.32),声 | 儿 | 胡 | 营 | � (sum: 0.39),声 | 力求 | 咬 | 乐意 | � (sum: 0.13)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,ing | er | in |  | o (sum: 0.98),12,Ob | ob | 章 | Ob | 喝 (sum: 0.15),声 | 儿 | 的声音 | noise | 音 (sum: 0.87),声 | 儿 | � | 零 | 营 (sum: 0.70),零 | � | 声 | 乐意 | � (sum: 0.27)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,ing | er | in |  | o (sum: 0.98),14,Ob | 章 | ob | shadow | 罩 (sum: 0.20),儿 | 声 | 的声音 | louder | noise (sum: 0.66),声 | 儿 | � | 乐意 | 的声音 (sum: 0.44),乐意 | � | 零 | 声 | Dist (sum: 0.15)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,ing | er | in |  | o (sum: 0.98),16,悠 | 章 | 卵 | 眺 | enc (sum: 0.18),声 | 儿 | noise | louder | 第二种 (sum: 0.43),声 | 儿 | louder | der | 骂 (sum: 0.16),零 | 乐意 | 裸 | enc | � (sum: 0.10)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,ing | er | in |  | o (sum: 0.98),18,章 | ing | y | 山 | ita (sum: 0.30),声 | y | 第二种 | 儿 | . (sum: 0.42),声 | 独 | Dist | y | 章 (sum: 0.17),Dist | 独 | 骂 | 零 | 头 (sum: 0.07)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,ing | er | in |  | o (sum: 0.98),20,ing | 独 | y | 暧昧 | 章 (sum: 0.29),等形式 | y | 独 | 声 | ing (sum: 0.26),独 | ing | 声 | 等形式 | y (sum: 0.18),独 | 些什么 | � | � | 回 (sum: 0.12)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,ing | er | in |  | o (sum: 0.98),22,ing | 猪肉 | 猪 | /p | ig (sum: 0.22),猪 | pig | 猪肉 | pigs | pork (sum: 0.99),猪 | pig | 猪肉 | pigs | pork (sum: 0.97),猪 | pig | 猪肉 | pork | pigs (sum: 0.75)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,ing | er | in |  | o (sum: 0.98),24,pig | 猪 | pigs | Pig | ing (sum: 0.89),pig | 猪 | pigs | Pig | pig (sum: 1.00),pig | 猪 | pigs | pig | Pig (sum: 1.00),pig | 猪 | pigs | pig | 猪肉 (sum: 0.99)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,ing | er | in |  | o (sum: 0.98),26,pig | Pig | 猪 | P | pigs (sum: 0.91),pig | 猪 | Pig | pigs | pig (sum: 1.00),pig | 猪 | pig | pigs | Pig (sum: 1.00),pig | pig | 猪 | pigs | Pig (sum: 0.99)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,ing | er | in |  | o (sum: 0.98),28,ing | o | P | er | p (sum: 0.91),ing | pig | o | p | 鳗 (sum: 0.77),ing | pig | o | 表演 | 提前 (sum: 0.62),ing | pig | 提前 | 实时 | 表演 (sum: 0.30)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,ing | er | in |  | o (sum: 0.98),30,ing | o | in | y | i (sum: 0.91),ing | o | 有几个 | several | pig (sum: 0.87),ing | o | several | 有几个 | 技术创新 (sum: 0.83),ing | o | 技术创新 | ato | several (sum: 0.73)
QA held-out example,VAL_QA_000, ,71,<|AUDIO|>,pig | 王国 | 何必 |  | figure (sum: 0.18),0,完善的 | ins | <|3.51|> | redicate | 外部 (sum: 0.11),<|0.00|> | 或者是 | osemite | 独特的 | 我没有 (sum: 0.26),我没有 | DSL | 哝 | 或者是 | 廊坊 (sum: 0.08),科学发展 | 哝 | 非常明显 | 赌 | ♯ (sum: 0.06)
QA held-out example,VAL_QA_000, ,71,<|AUDIO|>,pig | 王国 | 何必 |  | figure (sum: 0.18),2,完善的 | ins | 密切 | <|pt|> | <|3.51|> (sum: 0.13),<|0.00|> | 契约 | 或者是 | 对我说 | 倒是 (sum: 0.80),倒是 | 反抗 | 我没有 | DSL | 或者是 (sum: 0.06),貝 | 科学发展 | 师事务所 | 违法 | 托管 (sum: 0.05)
QA held-out example,VAL_QA_000, ,71,<|AUDIO|>,pig | 王国 | 何必 |  | figure (sum: 0.18),4,完善的 | ins | 密切 | 同 | 不小 (sum: 0.19),<|0.00|> | 六个月 | 对我说 | 坚定不移 | 只会 (sum: 0.29),ural | 貝 | 倒是 | 过大 | 엽 (sum: 0.06),貝 | 过大 | 不影响 | 违法 | 科学发展 (sum: 0.08)
QA held-out example,VAL_QA_000, ,71,<|AUDIO|>,pig | 王国 | 何必 |  | figure (sum: 0.18),6,完善的 | ins | 密切 | 同 | 脂肪 (sum: 0.19),对我说 | 我也 | 只会 | 六个月 | 是我的 (sum: 0.15),音响 | 过大 | ural | 不影响 | 师事务所 (sum: 0.09),过大 | 貝 | 师事务所 | 不影响 | 违法 (sum: 0.07)
QA held-out example,VAL_QA_000, ,71,<|AUDIO|>,pig | 王国 | 何必 |  | figure (sum: 0.18),8,完善的 | ins | 雪 | 等因素 | 密切 (sum: 0.12),对我说 | 但它 | 因为它 | 我也 | 边 (sum: 0.13),摩 | 对我说 | 启用 | 接收 | 替代 (sum: 0.08),摩 | 创造 | 创造性 | 田野 | 托管 (sum: 0.11)
QA held-out example,VAL_QA_000, ,71,<|AUDIO|>,pig | 王国 | 何必 |  | figure (sum: 0.18),10,看得 | 完善的 | 雪 | 光环 | 相关负责 (sum: 0.07),<|0.00|> | 音响 | 但它 | 因为它 | 对我说 (sum: 0.19),摩 | 音响 | 托管 | 田野 | 确 (sum: 0.14),摩 | 律 | 确 | 田野 | 创造性 (sum: 0.15)
QA held-out example,VAL_QA_000, ,71,<|AUDIO|>,pig | 王国 | 何必 |  | figure (sum: 0.18),12,光环 | 雪 | 遥 | 完善的 | 式 (sum: 0.07),音响 | <|0.00|> | 摩 | 因为它 | 相亲 (sum: 0.28),摩 | 音响 | 相亲 | 过大 | 托管 (sum: 0.16),摩 | 律 | 各个环节 | 确 | 违法违规 (sum: 0.15)
QA held-out example,VAL_QA_000, ,71,<|AUDIO|>,pig | 王国 | 何必 |  | figure (sum: 0.18),14,旮 | 光环 | 相关负责 | 笆 | 衙 (sum: 0.34),音响 | <|0.00|> | 但它 | 通话 | 摩 (sum: 0.22),摩 | 音响 | 过大 | 各个环节 | 尔斯 (sum: 0.19),摩 | 说的是 | 各个环节 | 过大 | 律 (sum: 0.24)
QA held-out example,VAL_QA_000, ,71,<|AUDIO|>,pig | 王国 | 何必 |  | figure (sum: 0.18),16,旮 | 看得 | 雪 | 严峻 | 相关负责 (sum: 0.18),音响 | 进行全面 | 相亲 | 间 | 人间 (sum: 0.08),摩 | 各个环节 | 过大 | 尔斯 | 确 (sum: 0.11),摩 | 各个环节 | 加快 | 过大 | 确 (sum: 0.09)
QA held-out example,VAL_QA_000, ,71,<|AUDIO|>,pig | 王国 | 何必 |  | figure (sum: 0.18),18,旮 | 各个环节 | 进行全面 | 严峻 | 勇于 (sum: 0.27), | 相亲 | 各个环节 | 间 | Official (sum: 0.25),各个环节 |  | 相亲 | 尔斯 | 加快 (sum: 0.21),各个环节 | 创造 | 彼此 | 加快 | 亮点 (sum: 0.13)
